100,1000,10000
4.266274,5.999335,8.93473605
2.389786,3.214271,4.42791526
1.647507,2.365148,3.07735255
1.348075,1.859358,2.52530704
1.079814,1.557755,2.12355906
0.984332,1.433436,1.84527521
0.855347,1.230016,1.63130285
0.725912,1.111398,1.42137696
0.636049,0.99042,1.34211316
0.605137,0.940356,1.28877694
0.574076,0.836119,1.06027783
0.530838,0.813253,0.97064188
0.493366,0.725606,0.95868482
0.427951,0.683525,0.85803731
0.418738,0.636669,0.85697811
0.368995,0.595517,0.85967509
0.335654,0.593533,0.83848722
0.323609,0.532308,0.72848722
0.290076,0.515931,0.65313396
0.274318,0.496853,0.69445283
0.269991,0.474525,0.64412813
0.234636,0.431801,0.58390618
0.246547,0.447238,0.58546257
0.226763,0.412598,0.56906424
0.231356,0.391797,0.51190151
0.20066,0.369924,0.55914578
0.152159,0.364578,0.51251286
0.151865,0.330552,0.51426327
0.137764,0.340129,0.49809674
0.11807,0.321347,0.43863837
0.11241,0.273909,0.44931622
0.088125,0.284687,0.44222776
0.087353,0.267623,0.44855538
0.085515,0.240507,0.39907658
0.064913,0.232965,0.42092013
0.060253,0.226957,0.33540562
0.048988,0.230748,0.31938292
0.041533,0.20067,0.38655283
0.032341,0.206163,0.35532765
0.033184,0.205766,0.31052668
-0.013233,0.184772,0.31485657
-0.01063,0.176526,0.33995524
0.013896,0.184262,0.27887773
-0.026253,0.171457,0.29062154
-0.032449,0.14406,0.30244387
-0.047065,0.149291,0.31124367
-0.036219,0.133979,0.26653447
-0.046415,0.121406,0.28901644
-0.049582,0.132932,0.24474705
-0.040926,0.110569,0.24490031
-0.051029,0.112201,0.22458887
-0.086784,0.125506,0.20786134
-0.083425,0.093019,0.22600698
-0.094248,0.08205,0.18605293
-0.099763,0.075672,0.17715082
-0.101297,0.068096,0.16471329
-0.091569,0.071433,0.16371329
-0.096572,0.050537,0.16271329
-0.109267,0.063601,0.16953456
-0.115085,0.066086,0.19980783
-0.127242,0.049182,0.16154548
-0.118068,0.048306,0.15383799
-0.118409,0.033931,0.15026869
-0.14471,0.029008,0.12831035
-0.110776,0.031425,0.14140074
-0.141537,0.022211,0.12103702
-0.118886,0.024855,0.10761237
-0.14468,0.015061,0.10244441
-0.139132,0.014741,0.08936483
-0.1711,-0.008326,0.10170403
-0.147685,-0.014033,0.09310451
-0.144363,-0.016357,0.12450603
-0.184461,-0.026934,0.08260413
-0.174838,0.008298,0.07605949
-0.193582,-0.018955,0.11986966
-0.171918,-0.019312,0.06603453
-0.1814,-0.032583,0.06292269
-0.183703,-0.032604,0.09760919
-0.21116,-0.024996,0.07301334
-0.21111,-0.038329,0.04786966
-0.194678,-0.044453,0.05366293
-0.209268,-0.039533,0.05686503
-0.199217,-0.038615,0.03975553
-0.216937,-0.052614,0.08686623
-0.217989,-0.062294,0.05649055
-0.202971,-0.06275,0.05430112
-0.227105,-0.065166,0.02959894
-0.220881,-0.064719,0.02775443
-0.228735,-0.072943,0.01508882
-0.227436,-0.07612,0.04769274
-0.235251,-0.067943,0.01208576
-0.248745,-0.096715,0.03123995
-0.250766,-0.085793,0.00066735
-0.23756,-0.088155,0.00871004
-0.248675,-0.092662,-0.00245179
-0.214877,-0.099851,-0.00142957
-0.239294,-0.093939,0.01153801
-0.264696,-0.116334,0.00755848
-0.244828,-0.104758,-0.01814195
-0.259305,-0.110347,0.05788796
