0,8.93473605
1,4.42791526
2,3.07735255
3,2.92530704
4,1.88355906
5,1.64527521
6,1.43130285
7,1.42137696
8,1.34211316
9,1.28877694
10,1.06027783
11,0.97064188
12,0.95868482
13,0.85803731
14,0.97697811
15,0.85967509
16,0.83848722
17,0.70525900
18,0.65313396
19,0.69445283
20,0.64412813
21,0.58390618
22,0.58546257
23,0.56906424
24,0.51190151
25,0.55914578
26,0.51251286
27,0.51426327
28,0.49809674
29,0.43863837
30,0.44931622
31,0.42227760
32,0.44855538
33,0.39907658
34,0.42092013
35,0.34056200
36,0.31938292
37,0.38655283
38,0.35532765
39,0.31052668
40,0.34856570
41,0.33995524
42,0.27887773
43,0.29062154
44,0.30244387
45,0.31136700
46,0.26653447
47,0.28901644
48,0.24474705
49,0.24490031
50,0.22458887
51,0.20786134
52,0.22600698
53,0.18605293
54,0.17715082
55,0.16471329
56,0.24539585
57,0.29977293
58,0.16953456
59,0.19980783
60,0.16154548
61,0.15383799
62,0.15026869
63,0.12831035
64,0.14400740
65,0.12103702
66,0.10761237
67,0.10244441
68,0.08936483
69,0.10170403
70,0.09310451
71,0.12450603
72,0.08604130
73,0.07605949
74,0.11986966
75,0.06603453
76,0.06292269
77,0.09760919
78,0.07301334
79,0.04786966
80,0.05366293
81,0.05686503
82,0.03975553
83,0.08686623
84,0.05649055
85,0.05430112
86,0.02959894
87,0.02775443
88,0.01508882
89,0.04769274
90,0.01208576
91,0.03123995
92,0.00066735
93,0.00871004
94,-0.00245179
95,-0.01429570
96,0.01153801
97,0.00755848
98,-0.01814195
99,0.05788796
