0,6.139609
1,3.341498
2,2.433537
3,1.858047
4,1.559130
5,1.378300
6,1.222258
7,1.103799
8,1.027739
9,0.924666
10,0.852049
11,0.815288
12,0.710209
13,0.678321
14,0.646883
15,0.610809
16,0.576925
17,0.551948
18,0.539505
19,0.517399
20,0.468157
21,0.450223
22,0.418041
23,0.415098
24,0.406357
25,0.387349
26,0.354711
27,0.363501
28,0.341036
29,0.316926
30,0.284442
31,0.286394
32,0.282006
33,0.260581
34,0.240145
35,0.268288
36,0.215561
37,0.206585
38,0.221428
39,0.184800
40,0.181159
41,0.189531
42,0.172279
43,0.166336
44,0.149871
45,0.138490
46,0.140719
47,0.140488
48,0.121014
49,0.117837
50,0.107725
51,0.104697
52,0.119201
53,0.098587
54,0.069875
55,0.073026
56,0.073695
57,0.070994
58,0.044957
59,0.069693
60,0.065191
61,0.040889
62,0.038638
63,0.039628
64,0.015787
65,0.026204
66,0.017694
