0,4.497200
1,2.474882
2,1.617904
3,1.340368
4,1.124108
5,1.010732
6,0.836816
7,0.723365
8,0.680340
9,0.608440
10,0.522587
11,0.489118
12,0.481847
13,0.439208
14,0.421206
15,0.354378
16,0.339238
17,0.308521
18,0.299889
19,0.269531
20,0.258993
21,0.212622
22,0.192609
23,0.206098
24,0.179572
25,0.152820
26,0.164211
27,0.168215
28,0.158715
29,0.103447
30,0.096959
31,0.113131
32,0.089700
33,0.082896
34,0.090728
35,0.042511
36,0.053666
37,0.001915
38,0.045859
39,0.022268
40,0.028364
41,0.035486
42,0.003323
43,-0.020058
44,-0.028251
45,-0.028947
46,-0.044099
47,-0.040246
48,-0.050337
49,-0.059655
50,-0.037045
51,-0.062557
52,-0.051670
53,-0.076594
54,-0.055952
55,-0.090413
56,-0.099736
57,-0.118811
58,-0.114096
59,-0.103210
60,-0.097647
61,-0.111922
62,-0.115174
63,-0.116464
64,-0.120995
65,-0.137623
66,-0.135190
67,-0.128160
68,-0.172241
69,-0.174040
70,-0.154656
71,-0.168730
72,-0.180286
73,-0.155432
74,-0.155084
75,-0.177214
76,-0.167441
77,-0.175064
78,-0.194478
79,-0.196557
80,-0.192516
81,-0.204795
82,-0.226076
83,-0.220927
84,-0.214893
85,-0.198281
86,-0.221646
87,-0.220108
88,-0.224665
89,-0.224932
90,-0.237161
91,-0.246567
92,-0.229945
93,-0.223835
94,-0.259005
95,-0.236582
96,-0.260427
97,-0.225263
98,-0.245225
99,-0.268696
