0,4.14355417
0,4.62739418
0,3.79226513
0,3.67795925
0,3.75576764
0,4.01269663
0,5.67542852
0,3.60075287
0,3.99822913
0,4.90571726
1,2.44063031
1,2.73141542
1,2.56651892
1,2.05744047
1,1.93783393
1,2.49257048
1,2.25817713
1,2.45737402
1,2.38511783
1,2.14046892
2,1.96734466
2,1.65703436
2,1.70832520
2,2.06823584
2,1.45404690
2,1.58824092
2,1.87935885
2,1.85073231
2,1.53011496
2,1.60002990
3,1.11023678
3,1.30654181
3,1.23298190
3,1.52326135
3,1.18265175
3,1.31710092
3,1.39512936
3,1.25706571
3,1.27634690
3,1.21254658
4,0.97324252
4,0.97721038
4,1.32074265
4,1.35898990
4,1.02064834
4,1.07037437
4,1.09740724
4,1.05109428
4,1.04352063
4,1.02831387
5,0.98522612
5,0.87741665
5,1.06737247
5,0.91154224
5,0.93318655
5,0.90315039
5,0.94207526
5,0.79784523
5,1.03870749
5,0.94594653
6,0.87092541
6,0.78559128
6,0.81972069
6,0.96186425
6,0.73311944
6,0.84909145
6,0.80070487
6,0.96288029
6,0.73325272
6,0.86578769
7,0.70251631
7,0.71919441
7,0.72037639
7,0.67623951
7,0.70837248
7,0.74315753
7,0.76971472
7,0.79767707
7,0.79147287
7,0.79283931
8,0.70940708
8,0.56982495
8,0.70500216
8,0.60209352
8,0.63109106
8,0.81857485
8,0.82046498
8,0.59019036
8,0.54954776
8,0.57082706
9,0.65588952
9,0.64890785
9,0.68739176
9,0.63572927
9,0.53470919
9,0.56191858
9,0.68139371
9,0.61762105
9,0.60187223
9,0.68908612
10,0.59231034
10,0.46048084
10,0.53937562
10,0.48708064
10,0.77229368
10,0.52653845
10,0.53204808
10,0.68543378
10,0.49226106
10,0.57177830
11,0.52485437
11,0.46258780
11,0.64180770
11,0.45458103
11,0.58307279
11,0.42977316
11,0.52764219
11,0.43921733
11,0.66893188
11,0.54451486
12,0.52534862
12,0.49890092
12,0.33536298
12,0.52346719
12,0.42051711
12,0.43869783
12,0.45363731
12,0.45132876
12,0.39546471
12,0.47711484
13,0.47381095
13,0.35243413
13,0.40243830
13,0.33816650
13,0.54347150
13,0.50841934
13,0.39828809
13,0.40065392
13,0.43724370
13,0.44284779
14,0.38690790
14,0.37966231
14,0.52090290
14,0.39542540
14,0.40199237
14,0.38022659
14,0.43462963
14,0.46495905
14,0.34324743
14,0.27240531
15,0.39795881
15,0.58406998
15,0.29213597
15,0.30124163
15,0.38725701
15,0.37840918
15,0.27362001
15,0.36104585
15,0.26522704
15,0.33454872
16,0.37580156
16,0.26075071
16,0.26661642
16,0.28442720
16,0.39582033
16,0.33930474
16,0.37963055
16,0.39158588
16,0.29620507
16,0.31931051
17,0.42018304
17,0.28830328
17,0.23026618
17,0.43473422
17,0.31723588
17,0.22640432
17,0.38960033
17,0.41750646
17,0.29674235
17,0.29925871
18,0.22252466
18,0.33954542
18,0.27660051
18,0.21860016
18,0.29318546
18,0.25984320
18,0.34341712
18,0.20101926
18,0.29593221
18,0.25753030
19,0.20574907
19,0.23257754
19,0.35051517
19,0.23028048
19,0.29081144
19,0.40432806
19,0.30090509
19,0.35954112
19,0.26814268
19,0.17642241
